Model,Consistency (%),Consistency (Count),Alignment (%),Alignment (Count),Quality (%),Quality (Count)
flux_best,76.66666666666667,23,63.33333333333333,19,96.66666666666667,29
characonsist,23.333333333333332,7,36.666666666666664,11,3.3333333333333335,1
