Model,Consistency (%),Consistency (Count),Alignment (%),Alignment (Count),Quality (%),Quality (Count)
flux_best,73.33333333333333,22,76.66666666666667,23,93.33333333333333,28
characonsist,26.666666666666668,8,23.333333333333332,7,6.666666666666667,2
