Model,Consistency (%),Consistency (Count),Alignment (%),Alignment (Count),Quality (%),Quality (Count)
flux_best,76.66666666666667,23,76.66666666666667,23,83.33333333333334,25
characonsist,23.333333333333332,7,23.333333333333332,7,16.666666666666664,5
